city,locality,apartment_name,bhk,area_sqft,price_per_sqft_inr,price_in_inr,price_in_lakhs,year_built,floor_no,total_floors,furnishing,near_metro,generated_at
Delhi,Vasant Kunj,Hill Residency,2,1090,15225,16595250,165.95,2019,1,14,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Oak Court,4,1989,6067,12067263,120.67,2011,3,28,Semi-Furnished,Yes,2026-01-19
Kolkata,Behala,Urban Terrace,1,708,4149,2937492,29.37,1992,7,35,Unfurnished,Yes,2026-01-19
Chennai,Adyar,Urban Terrace,3,1479,8409,12436911,124.37,1986,3,8,Furnished,Yes,2026-01-19
Bengaluru,Indiranagar,Royal Arcade,2,1145,10681,12229745,122.3,2001,5,17,Semi-Furnished,Yes,2026-01-19
Indore,MG Road,Crown Bay,1,678,2570,1742460,17.42,1995,6,15,Furnished,No,2026-01-19
Delhi,Dwarka,Urban Villas,3,1797,12323,22144431,221.44,2024,3,11,Unfurnished,Yes,2026-01-19
Mumbai,Juhu,Amber Arcade,2,1038,30133,31278054,312.78,2013,10,28,Semi-Furnished,No,2026-01-19
Delhi,Dwarka,Lotus Residency,2,1083,15055,16304565,163.05,1990,1,19,Semi-Furnished,No,2026-01-19
Ahmedabad,SG Highway,Hill Apartments,3,1430,6726,9618180,96.18,2022,6,33,Semi-Furnished,Yes,2026-01-19
Kolkata,New Town,Oak Grove,1,546,5497,3001362,30.01,1993,3,23,Semi-Furnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Silver Apartments,2,956,4956,4737936,47.38,2013,2,16,Semi-Furnished,No,2026-01-19
Kolkata,Behala,Cedar Court,4,1995,5421,10814895,108.15,1996,8,11,Furnished,No,2026-01-19
Lucknow,Alambagh,Crown Bay,2,933,3478,3244974,32.45,1996,8,11,Furnished,Yes,2026-01-19
Bengaluru,Koramangala,Galaxy Heights,2,761,12062,9179182,91.79,2001,3,17,Unfurnished,Yes,2026-01-19
Mumbai,Andheri,Pride Heights,3,1269,27422,34798518,347.99,2013,2,6,Furnished,Yes,2026-01-19
Chennai,T Nagar,Crystal Apartments,2,929,8347,7754363,77.54,2016,6,16,Furnished,No,2026-01-19
Thane,Bhayandar,Silver Enclave,3,1357,14564,19763348,197.63,1986,2,17,Unfurnished,Yes,2026-01-19
Lucknow,Indira Nagar,Urban Plaza,2,880,3806,3349280,33.49,2021,2,30,Unfurnished,Yes,2026-01-19
Mumbai,Juhu,Sunrise Plaza,2,1076,29062,31270712,312.71,1996,3,26,Semi-Furnished,No,2026-01-19
Mumbai,Powai,Hill Square,2,962,29782,28650284,286.5,2003,21,24,Semi-Furnished,No,2026-01-19
Noida,Sector 62,Cedar Square,2,891,8130,7243830,72.44,2004,4,7,Unfurnished,Yes,2026-01-19
Delhi,Saket,Ocean Heights,3,1212,9836,11921232,119.21,2000,9,14,Furnished,Yes,2026-01-19
Thane,Bhayandar,Maple Court,3,1626,17761,28879386,288.79,1990,3,6,Furnished,Yes,2026-01-19
Ahmedabad,Naranpura,Sky Apartments,1,560,5733,3210480,32.1,1991,6,25,Unfurnished,Yes,2026-01-19
Bengaluru,Koramangala,Galaxy Heights,4,1707,12416,21194112,211.94,2024,3,20,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Royal Plaza,2,1006,24993,25142958,251.43,2008,3,25,Furnished,No,2026-01-19
Chennai,Velachery,Vista Bloom,3,1602,5987,9591174,95.91,2004,8,8,Furnished,No,2026-01-19
Mumbai,Powai,Iris Arcade,2,842,28082,23645044,236.45,2006,6,11,Furnished,Yes,2026-01-19
Mumbai,Bandra,Pride Arcade,1,689,30901,21290789,212.91,2010,10,12,Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Cedar Bloom,2,978,6536,6392208,63.92,1991,2,18,Semi-Furnished,No,2026-01-19
Thane,Wagle Estate,Sunrise Residency,3,1766,12924,22823784,228.24,2023,6,9,Furnished,Yes,2026-01-19
Lucknow,Alambagh,Silver Apartments,1,638,3442,2195996,21.96,2003,3,8,Furnished,No,2026-01-19
Surat,Udhna,Crown Villas,2,1144,4236,4845984,48.46,2017,2,15,Unfurnished,No,2026-01-19
Ahmedabad,Maninagar,Lotus Grove,2,1054,3910,4121140,41.21,1994,6,26,Furnished,No,2026-01-19
Pune,Wagholi,Sky Arcade,2,1181,8035,9489335,94.89,2002,6,20,Unfurnished,No,2026-01-19
Thane,Majiwada,Orchid Bloom,2,1010,18970,19159700,191.6,2010,1,1,Semi-Furnished,No,2026-01-19
Mumbai,Versova,Urban Heights,3,1488,23758,35351904,353.52,1989,1,14,Furnished,Yes,2026-01-19
Thane,Powai,Iris Court,4,1757,16795,29508815,295.09,1998,3,28,Unfurnished,Yes,2026-01-19
Hyderabad,Madhapur,Palace Apartments,3,1161,6512,7560432,75.6,1993,3,13,Furnished,No,2026-01-19
Nagpur,Civil Lines,Pride Residency,2,1037,3535,3665795,36.66,2019,4,22,Unfurnished,No,2026-01-19
Gurgaon,Sector 56,Vista Bloom,3,1368,9545,13057560,130.58,2020,3,33,Furnished,Yes,2026-01-19
Noida,Sector 62,Pearl Heights,2,730,10305,7522650,75.23,1998,5,28,Semi-Furnished,No,2026-01-19
Nagpur,Civil Lines,Pearl Bloom,2,913,3053,2787389,27.87,2008,1,24,Semi-Furnished,Yes,2026-01-19
Pune,Koregaon Park,Iris Court,3,1350,9951,13433850,134.34,1988,7,8,Unfurnished,No,2026-01-19
Jaipur,C Scheme,Ocean Terrace,3,1225,4737,5802825,58.03,1985,1,6,Furnished,No,2026-01-19
Chennai,Anna Nagar,Crown Plaza,3,1379,7002,9655758,96.56,2013,3,33,Unfurnished,No,2026-01-19
Noida,Sector 137,Regal Apartments,2,1140,11762,13408680,134.09,2016,1,31,Semi-Furnished,Yes,2026-01-19
Delhi,Sultanpur,Orchid Villas,1,699,14200,9925800,99.26,2005,3,31,Unfurnished,Yes,2026-01-19
Delhi,Janakpuri,Cedar Plaza,3,1471,9814,14436394,144.36,2020,2,2,Furnished,No,2026-01-19
Delhi,Karol Bagh,Maple Bloom,3,1171,12142,14218282,142.18,2021,5,14,Unfurnished,No,2026-01-19
Kolkata,Alipore,Pearl Residency,4,2432,5591,13597312,135.97,2022,5,23,Unfurnished,Yes,2026-01-19
Delhi,Saket,Royal Residency,1,665,10910,7255150,72.55,1999,5,5,Furnished,No,2026-01-19
Mumbai,Andheri,Regal Square,4,2259,26260,59321340,593.21,2015,4,29,Unfurnished,Yes,2026-01-19
Ahmedabad,Bodakdev,Cedar Arcade,1,543,6203,3368229,33.68,2005,8,19,Unfurnished,No,2026-01-19
Pune,Camp,Lotus Bay,1,680,6927,4710360,47.1,2010,1,35,Unfurnished,No,2026-01-19
Bengaluru,Hebbal,Urban Apartments,2,934,11213,10472942,104.73,1992,1,6,Unfurnished,Yes,2026-01-19
Bengaluru,Electronic City,Royal Bloom,1,650,9561,6214650,62.15,1992,1,29,Furnished,No,2026-01-19
Delhi,Janakpuri,Palace Grove,3,1596,11009,17570364,175.7,2016,5,6,Unfurnished,Yes,2026-01-19
Bengaluru,Jayanagar,Galaxy Enclave,3,1540,7508,11562320,115.62,2014,2,20,Unfurnished,Yes,2026-01-19
Bengaluru,Koramangala,Galaxy Garden,3,1245,7227,8997615,89.98,2010,11,32,Semi-Furnished,No,2026-01-19
Ahmedabad,Naranpura,Lotus Heights,2,883,6039,5332437,53.32,1999,6,9,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Sky Square,2,986,31748,31303528,313.04,1991,10,25,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Oak Grove,1,667,22870,15254290,152.54,2014,1,31,Furnished,No,2026-01-19
Noida,Sector 62,Orchid Terrace,3,1649,10212,16839588,168.4,2010,1,29,Semi-Furnished,No,2026-01-19
Delhi,Vasant Kunj,Galaxy Grove,1,448,13809,6186432,61.86,2017,1,33,Furnished,Yes,2026-01-19
Delhi,Vasant Kunj,Sky Residency,2,1176,13357,15707832,157.08,2007,1,29,Furnished,No,2026-01-19
Chennai,Velachery,Urban Garden,3,1398,8647,12088506,120.89,1994,3,5,Unfurnished,Yes,2026-01-19
Bengaluru,Hebbal,Galaxy Enclave,1,689,11698,8059922,80.6,2022,4,32,Semi-Furnished,No,2026-01-19
Bengaluru,Jayanagar,Hill Plaza,2,806,10692,8617752,86.18,2023,5,20,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 49,Crystal Square,2,908,12167,11047636,110.48,1987,2,35,Semi-Furnished,No,2026-01-19
Surat,Vesu,Oak Arcade,2,826,5000,4130000,41.3,2024,3,26,Unfurnished,No,2026-01-19
Surat,Adajan,Pearl Heights,2,747,3876,2895372,28.95,2021,1,29,Furnished,Yes,2026-01-19
Pune,Baner,Iris Enclave,1,643,7392,4753056,47.53,2011,1,6,Semi-Furnished,No,2026-01-19
Delhi,Karol Bagh,Pearl Bay,1,687,15059,10345533,103.46,2002,2,5,Unfurnished,No,2026-01-19
Mumbai,Andheri,Iris Court,2,1049,27013,28336637,283.37,1988,2,18,Semi-Furnished,Yes,2026-01-19
Hyderabad,Madhapur,Maple Grove,2,816,7517,6133872,61.34,1995,8,35,Furnished,Yes,2026-01-19
Chennai,OMR,Vista Arcade,3,1120,4972,5568640,55.69,1991,7,30,Semi-Furnished,Yes,2026-01-19
Mumbai,Powai,Regal Bloom,2,887,27774,24635538,246.36,2005,4,5,Semi-Furnished,Yes,2026-01-19
Gurgaon,MG Road,Pearl Enclave,2,1062,11790,12520980,125.21,2008,2,19,Unfurnished,No,2026-01-19
Ahmedabad,Bodakdev,Crown Villas,2,821,3958,3249518,32.5,2022,6,26,Unfurnished,No,2026-01-19
Jaipur,Vaishali Nagar,Iris Heights,3,1139,5535,6304365,63.04,1992,3,15,Furnished,Yes,2026-01-19
Lucknow,Chinhat,Lotus Residency,2,920,3522,3240240,32.4,2007,3,31,Furnished,Yes,2026-01-19
Bengaluru,Indiranagar,Green Heights,3,1504,9201,13838304,138.38,2008,3,19,Unfurnished,Yes,2026-01-19
Thane,Bhayandar,Orchid Square,3,1514,15316,23188424,231.88,2017,2,13,Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Oak Terrace,4,2224,22991,51131984,511.32,2001,4,26,Semi-Furnished,Yes,2026-01-19
Pune,Wagholi,Ocean Bay,1,604,9378,5664312,56.64,2013,2,17,Semi-Furnished,Yes,2026-01-19
Surat,Udhna,Crown Bloom,2,765,5299,4053735,40.54,1998,4,24,Furnished,Yes,2026-01-19
Gurgaon,MG Road,Oak Terrace,2,908,10285,9338780,93.39,1998,1,34,Furnished,No,2026-01-19
Mumbai,Powai,Galaxy Apartments,2,764,31056,23726784,237.27,2010,4,5,Semi-Furnished,Yes,2026-01-19
Delhi,Karol Bagh,Green Square,1,683,13922,9508726,95.09,2015,5,6,Unfurnished,Yes,2026-01-19
Noida,Sector 18,Vista Terrace,2,875,7224,6321000,63.21,1999,2,2,Semi-Furnished,No,2026-01-19
Noida,Sector 137,Pride Enclave,3,1470,7317,10755990,107.56,2021,4,26,Unfurnished,Yes,2026-01-19
Hyderabad,Gachibowli,Ocean Garden,2,954,6553,6251562,62.52,2011,3,33,Furnished,Yes,2026-01-19
Mumbai,Juhu,Cedar Apartments,2,636,25294,16086984,160.87,2002,2,22,Furnished,Yes,2026-01-19
Gurgaon,Cyber City,Royal Garden,1,670,11418,7650060,76.5,2017,1,17,Furnished,Yes,2026-01-19
Pune,Wagholi,Pearl Terrace,2,1154,8069,9311626,93.12,1986,1,11,Semi-Furnished,No,2026-01-19
Thane,Powai,Sky Court,4,2183,13466,29396278,293.96,2023,10,17,Semi-Furnished,Yes,2026-01-19
Bengaluru,Indiranagar,Silver Enclave,2,1001,8293,8301293,83.01,1987,10,26,Unfurnished,No,2026-01-19
Jaipur,Malviya Nagar,Ocean Bloom,3,1140,5639,6428460,64.28,2010,5,28,Furnished,Yes,2026-01-19
Pune,Hinjewadi,Ocean Villas,1,562,9669,5433978,54.34,2005,1,11,Furnished,No,2026-01-19
Gurgaon,Sohna Road,Maple Square,2,1065,10501,11183565,111.84,2009,3,33,Semi-Furnished,Yes,2026-01-19
Surat,Udhna,Palace Heights,3,1610,5648,9093280,90.93,1997,3,8,Semi-Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Urban Residency,1,524,23166,12138984,121.39,2019,3,4,Furnished,No,2026-01-19
Thane,Powai,Cedar Heights,2,1016,11415,11597640,115.98,2023,6,9,Semi-Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Green Bloom,2,1012,25475,25780700,257.81,2015,3,25,Semi-Furnished,No,2026-01-19
Noida,Sector 62,Iris Enclave,4,2295,9315,21377925,213.78,2010,6,24,Semi-Furnished,No,2026-01-19
Kolkata,New Town,Lotus Heights,2,1230,5511,6778530,67.79,2019,2,14,Unfurnished,No,2026-01-19
Thane,Ghodbunder Road,Crystal Villas,2,864,12245,10579680,105.8,2012,4,28,Semi-Furnished,No,2026-01-19
Hyderabad,Begumpet,Pride Plaza,2,867,6100,5288700,52.89,2013,7,11,Semi-Furnished,No,2026-01-19
Bengaluru,Koramangala,Silver Enclave,2,1000,11424,11424000,114.24,2008,3,8,Unfurnished,No,2026-01-19
Gurgaon,MG Road,Green Court,2,987,9654,9528498,95.28,2009,1,31,Semi-Furnished,Yes,2026-01-19
Coimbatore,Gandhipuram,Crystal Garden,4,2303,2916,6715548,67.16,2025,7,15,Semi-Furnished,No,2026-01-19
Pune,Camp,Palace Square,2,918,6903,6336954,63.37,1999,8,16,Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Silver Grove,4,2246,23030,51725380,517.25,2001,6,33,Furnished,No,2026-01-19
Delhi,Dwarka,Urban Residency,4,2156,15766,33991496,339.91,2010,2,14,Semi-Furnished,Yes,2026-01-19
Delhi,Rohini,Lotus Bloom,2,823,12692,10445516,104.46,1990,3,26,Unfurnished,Yes,2026-01-19
Bengaluru,Electronic City,Lotus Residency,2,857,9767,8370319,83.7,2023,1,25,Unfurnished,Yes,2026-01-19
Surat,Adajan,Galaxy Heights,2,867,3564,3089988,30.9,2005,3,17,Furnished,Yes,2026-01-19
Pune,Wagholi,Hill Residency,2,907,10648,9657736,96.58,2000,2,11,Furnished,Yes,2026-01-19
Gurgaon,MG Road,Ocean Villas,2,1087,9896,10756952,107.57,2020,3,12,Semi-Furnished,No,2026-01-19
Kolkata,Behala,Sky Villas,2,915,5497,5029755,50.3,1996,15,21,Semi-Furnished,Yes,2026-01-19
Kolkata,New Town,Pride Garden,1,598,5107,3053986,30.54,1999,1,3,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 14,Ocean Bay,2,954,9814,9362556,93.63,1997,2,5,Semi-Furnished,Yes,2026-01-19
Ahmedabad,SG Highway,Crown Residency,3,1498,4398,6588204,65.88,2015,9,27,Furnished,Yes,2026-01-19
Thane,Bhayandar,Iris Plaza,2,941,14233,13393253,133.93,1992,3,34,Unfurnished,Yes,2026-01-19
Gurgaon,MG Road,Galaxy Enclave,2,816,7888,6436608,64.37,2015,4,21,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 43,Pride Apartments,2,1031,8749,9020219,90.2,1999,2,26,Unfurnished,Yes,2026-01-19
Hyderabad,Kukatpally,Pearl Plaza,3,1489,6265,9328585,93.29,1999,4,28,Furnished,Yes,2026-01-19
Surat,Vesu,Oak Bay,2,1143,4203,4804029,48.04,2001,5,28,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Galaxy Court,2,1117,17565,19620105,196.2,1994,10,28,Unfurnished,Yes,2026-01-19
Bengaluru,Jayanagar,Orchid Garden,1,592,7276,4307392,43.07,2018,3,19,Semi-Furnished,No,2026-01-19
Noida,Greater Noida,Lotus Garden,3,1645,8905,14648725,146.49,2005,2,14,Semi-Furnished,No,2026-01-19
Pune,Hinjewadi,Green Grove,3,1441,9101,13114541,131.15,1997,6,21,Semi-Furnished,No,2026-01-19
Mumbai,Bandra,Pearl Residency,2,813,28617,23265621,232.66,1992,2,32,Unfurnished,No,2026-01-19
Ahmedabad,SG Highway,Silver Bloom,3,1628,3844,6258032,62.58,1986,2,31,Unfurnished,Yes,2026-01-19
Pune,Koregaon Park,Sunrise Apartments,3,1459,7578,11056302,110.56,2024,5,31,Furnished,No,2026-01-19
Delhi,Vasant Kunj,Pride Terrace,2,863,14296,12337448,123.37,2003,2,22,Semi-Furnished,Yes,2026-01-19
Kolkata,Garia,Palace Enclave,3,1485,5667,8415495,84.15,1994,4,6,Semi-Furnished,No,2026-01-19
Indore,Vijay Nagar,Sunrise Garden,3,1558,2501,3896558,38.97,2022,12,17,Furnished,No,2026-01-19
Mumbai,Juhu,Green Villas,2,921,22624,20836704,208.37,1989,1,2,Furnished,No,2026-01-19
Mohali,Kharar,Hill Square,2,1004,5028,5048112,50.48,2016,3,10,Unfurnished,No,2026-01-19
Chandigarh,Sector 35,Palace Bay,1,624,7029,4386096,43.86,2009,5,27,Unfurnished,No,2026-01-19
Nagpur,Ramdaspeth,Maple Apartments,2,676,3172,2144272,21.44,2011,5,32,Furnished,Yes,2026-01-19
Delhi,Janakpuri,Pearl Villas,3,1382,10090,13944380,139.44,2005,3,9,Unfurnished,No,2026-01-19
Surat,Varachha,Palace Heights,2,956,3573,3415788,34.16,2006,2,12,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Pearl Residency,1,635,14179,9003665,90.04,2017,5,35,Unfurnished,No,2026-01-19
Coimbatore,Gandhipuram,Green Court,3,1417,3427,4856059,48.56,2009,5,30,Furnished,No,2026-01-19
Surat,Dumas,Pearl Square,4,2329,4474,10419946,104.2,2003,3,7,Furnished,Yes,2026-01-19
Noida,Sector 18,Regal Enclave,1,541,10068,5446788,54.47,2020,2,20,Semi-Furnished,Yes,2026-01-19
Mumbai,Versova,Lotus Heights,2,1010,20576,20781760,207.82,2002,5,7,Semi-Furnished,No,2026-01-19
Bengaluru,Indiranagar,Pride Plaza,2,714,11563,8255982,82.56,2014,3,15,Furnished,Yes,2026-01-19
Lucknow,Hazratganj,Hill Residency,3,1690,4046,6837740,68.38,2022,1,27,Furnished,No,2026-01-19
Chandigarh,Sector 43,Sky Arcade,4,2074,9668,20051432,200.51,1992,4,28,Furnished,Yes,2026-01-19
Jaipur,Mansarovar,Sky Plaza,3,1400,5104,7145600,71.46,2006,3,12,Furnished,No,2026-01-19
Vadodara,Akota,Sky Apartments,2,950,4128,3921600,39.22,2000,3,23,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 17,Vista Residency,1,551,7315,4030565,40.31,2020,2,30,Unfurnished,No,2026-01-19
Noida,Sector 50,Cedar Bloom,2,906,11516,10433496,104.33,1986,1,26,Furnished,Yes,2026-01-19
Gurgaon,Sector 14,Pearl Arcade,1,582,9516,5538312,55.38,2022,3,28,Unfurnished,No,2026-01-19
Gurgaon,MG Road,Palace Apartments,2,866,9659,8364694,83.65,1992,1,29,Semi-Furnished,No,2026-01-19
Chennai,Velachery,Vista Bay,3,1361,9586,13046546,130.47,2009,5,18,Semi-Furnished,No,2026-01-19
Coimbatore,Kovaipudur,Pearl Bloom,2,1087,2681,2914247,29.14,1993,1,10,Furnished,No,2026-01-19
Ahmedabad,Bodakdev,Sky Villas,4,2169,3782,8203158,82.03,2015,2,2,Semi-Furnished,Yes,2026-01-19
Bengaluru,Hebbal,Iris Residency,3,1625,11524,18726500,187.26,1993,2,30,Unfurnished,No,2026-01-19
Jaipur,Vaishali Nagar,Pride Villas,1,624,5921,3694704,36.95,1992,13,35,Furnished,No,2026-01-19
Indore,Safal Market,Ocean Heights,3,1212,2644,3204528,32.05,1990,3,13,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Cedar Grove,2,838,23343,19561434,195.61,1986,1,2,Furnished,Yes,2026-01-19
Noida,Sector 76,Silver Arcade,3,1176,8065,9484440,94.84,2022,8,25,Semi-Furnished,Yes,2026-01-19
Hyderabad,Begumpet,Sky Villas,3,1528,6579,10052712,100.53,2016,1,10,Unfurnished,No,2026-01-19
Thane,Kolshet,Lotus Square,1,644,15462,9957528,99.58,1987,5,12,Semi-Furnished,No,2026-01-19
Thane,Bhayandar,Cedar Court,2,915,15178,13887870,138.88,1998,1,23,Semi-Furnished,No,2026-01-19
Mumbai,Juhu,Lotus Garden,3,1268,25107,31835676,318.36,1996,2,13,Semi-Furnished,Yes,2026-01-19
Noida,Noida Extension,Hill Court,1,741,9621,7129161,71.29,2024,4,9,Unfurnished,No,2026-01-19
Pune,Wagholi,Sky Plaza,1,684,10555,7219620,72.2,2018,1,31,Furnished,No,2026-01-19
Noida,Sector 76,Sunrise Villas,2,798,9259,7388682,73.89,1992,1,34,Furnished,No,2026-01-19
Mohali,Phase 8,Urban Plaza,3,1255,5551,6966505,69.67,2018,6,25,Semi-Furnished,No,2026-01-19
Nagpur,Civil Lines,Royal Heights,2,1002,3281,3287562,32.88,2001,3,5,Unfurnished,Yes,2026-01-19
Vadodara,Alkapuri,Royal Terrace,2,888,4945,4391160,43.91,1999,7,7,Furnished,No,2026-01-19
Mumbai,Powai,Orchid Heights,2,1044,18066,18860904,188.61,2016,2,24,Furnished,No,2026-01-19
Noida,Sector 137,Crystal Arcade,2,823,7072,5820256,58.2,2014,1,29,Semi-Furnished,Yes,2026-01-19
Lucknow,Rajajipuram,Vista Bloom,3,1157,3268,3781076,37.81,1994,1,23,Unfurnished,Yes,2026-01-19
Delhi,Dwarka,Galaxy Court,1,675,12841,8667675,86.68,2003,2,33,Furnished,Yes,2026-01-19
Noida,Sector 76,Cedar Square,2,1159,7098,8226582,82.27,1997,2,16,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 17,Crown Apartments,2,1054,7792,8212768,82.13,2021,12,20,Unfurnished,Yes,2026-01-19
Kolkata,Garia,Orchid Garden,3,1731,4841,8379771,83.8,1996,5,10,Semi-Furnished,Yes,2026-01-19
Pune,Wagholi,Oak Apartments,2,943,8757,8257851,82.58,2014,6,17,Semi-Furnished,Yes,2026-01-19
Bengaluru,Jayanagar,Crystal Garden,4,1447,12721,18407287,184.07,2017,1,5,Furnished,No,2026-01-19
Noida,Sector 76,Ocean Terrace,2,1044,9351,9762444,97.62,1994,3,9,Unfurnished,No,2026-01-19
Kolkata,Alipore,Regal Villas,3,1191,5804,6912564,69.13,1985,1,30,Unfurnished,No,2026-01-19
Delhi,Sultanpur,Palace Residency,2,970,10336,10025920,100.26,1990,8,35,Semi-Furnished,No,2026-01-19
Chennai,Velachery,Ocean Villas,2,765,7261,5554665,55.55,2024,24,30,Unfurnished,Yes,2026-01-19
Ahmedabad,Naranpura,Urban Bay,2,1036,5738,5944568,59.45,2008,2,30,Semi-Furnished,Yes,2026-01-19
Mumbai,Juhu,Iris Plaza,2,852,20482,17450664,174.51,1999,2,20,Furnished,No,2026-01-19
Bengaluru,Indiranagar,Oak Bay,4,2229,11054,24639366,246.39,1986,12,35,Semi-Furnished,Yes,2026-01-19
Noida,Sector 137,Iris Villas,2,917,9056,8304352,83.04,2002,1,7,Semi-Furnished,No,2026-01-19
Pune,Koregaon Park,Oak Arcade,3,1351,10382,14026082,140.26,2006,2,29,Semi-Furnished,Yes,2026-01-19
Thane,Bhayandar,Silver Court,2,1075,15598,16767850,167.68,1997,1,6,Semi-Furnished,Yes,2026-01-19
Bengaluru,Jayanagar,Hill Grove,2,740,8505,6293700,62.94,2022,3,10,Furnished,No,2026-01-19
Mohali,Phase 8,Vista Enclave,3,1323,6419,8492337,84.92,1992,3,5,Semi-Furnished,Yes,2026-01-19
Noida,Sector 137,Vista Residency,1,640,8980,5747200,57.47,1994,3,34,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 8C,Galaxy Residency,4,2156,6992,15074752,150.75,2005,2,31,Semi-Furnished,Yes,2026-01-19
Bengaluru,Koramangala,Vista Heights,2,1117,10656,11902752,119.03,2024,5,29,Semi-Furnished,Yes,2026-01-19
Pune,Camp,Regal Heights,2,995,7974,7934130,79.34,2010,2,23,Semi-Furnished,Yes,2026-01-19
Bengaluru,Koramangala,Regal Residency,1,595,11016,6554520,65.55,2018,1,18,Unfurnished,No,2026-01-19
Nagpur,Dhantoli,Hill Bloom,3,1173,2430,2850390,28.5,2023,2,22,Furnished,No,2026-01-19
Hyderabad,Banjara Hills,Pride Garden,2,1267,6646,8420482,84.2,1996,3,28,Unfurnished,Yes,2026-01-19
Noida,Sector 137,Ocean Terrace,1,583,6892,4018036,40.18,2005,3,11,Unfurnished,Yes,2026-01-19
Gurgaon,DLF Phase 1,Urban Residency,2,1023,11635,11902605,119.03,2022,3,15,Unfurnished,Yes,2026-01-19
Thane,Wagle Estate,Amber Bay,3,1252,14370,17991240,179.91,2005,3,17,Unfurnished,No,2026-01-19
Ahmedabad,Satellite,Vista Garden,2,983,4908,4824564,48.25,2008,2,8,Unfurnished,No,2026-01-19
Hyderabad,Begumpet,Sunrise Garden,3,1472,5409,7962048,79.62,2010,1,33,Unfurnished,No,2026-01-19
Chennai,Adyar,Galaxy Residency,2,721,6204,4473084,44.73,2017,1,16,Furnished,Yes,2026-01-19
Mumbai,BKC,Urban Plaza,2,1011,22919,23171109,231.71,1991,3,31,Semi-Furnished,Yes,2026-01-19
Nagpur,Trimurti Nagar,Ocean Plaza,2,1133,3544,4015352,40.15,2023,1,20,Furnished,Yes,2026-01-19
Indore,MG Road,Urban Garden,2,952,2990,2846480,28.46,1988,1,25,Unfurnished,Yes,2026-01-19
Mumbai,Powai,Sunrise Arcade,3,1310,30283,39670730,396.71,2004,3,18,Furnished,Yes,2026-01-19
Lucknow,Hazratganj,Galaxy Plaza,2,1067,4119,4394973,43.95,2015,1,1,Unfurnished,No,2026-01-19
Mumbai,Versova,Amber Court,2,863,20549,17733787,177.34,2025,3,28,Semi-Furnished,Yes,2026-01-19
Pune,Camp,Oak Grove,2,937,9453,8857461,88.57,2010,4,12,Unfurnished,No,2026-01-19
Mumbai,Andheri,Royal Arcade,2,1096,19403,21265688,212.66,2008,1,20,Unfurnished,Yes,2026-01-19
Delhi,Dwarka,Palace Heights,1,518,11719,6070442,60.7,1991,2,15,Furnished,Yes,2026-01-19
Noida,Noida Extension,Amber Residency,1,637,7852,5001724,50.02,1991,1,15,Semi-Furnished,Yes,2026-01-19
Delhi,Janakpuri,Iris Villas,3,1466,12522,18357252,183.57,2003,4,33,Furnished,Yes,2026-01-19
Noida,Noida Extension,Galaxy Apartments,3,1448,11024,15962752,159.63,2006,27,30,Unfurnished,No,2026-01-19
Mumbai,Bandra,Green Arcade,3,1160,30149,34972840,349.73,2019,5,19,Furnished,Yes,2026-01-19
Surat,Vesu,Royal Terrace,2,937,3783,3544671,35.45,1986,1,5,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Crown Garden,2,990,7595,7519050,75.19,2017,3,24,Furnished,Yes,2026-01-19
Pune,Kharadi,Maple Plaza,1,601,7600,4567600,45.68,1997,16,18,Unfurnished,Yes,2026-01-19
Thane,Kolshet,Green Enclave,1,638,13824,8819712,88.2,2010,4,10,Semi-Furnished,No,2026-01-19
Mumbai,Juhu,Vista Heights,2,972,24252,23572944,235.73,1990,4,33,Unfurnished,Yes,2026-01-19
Noida,Noida Extension,Silver Residency,2,1017,7713,7844121,78.44,2021,1,30,Unfurnished,No,2026-01-19
Kolkata,Salt Lake,Royal Heights,3,1287,6459,8312733,83.13,2024,3,10,Semi-Furnished,No,2026-01-19
Thane,Powai,Crown Plaza,2,1080,14113,15242040,152.42,2025,1,15,Furnished,Yes,2026-01-19
Gurgaon,Sohna Road,Regal Heights,2,986,8193,8078298,80.78,2021,3,7,Semi-Furnished,Yes,2026-01-19
Thane,Wagle Estate,Sky Court,2,973,14011,13632703,136.33,2011,3,6,Unfurnished,Yes,2026-01-19
